Node Name,label,MCL Cluster,MCL Cluster Size,Node Component Identifier,Node Degree,Node In Degree,Node Multiplicity,Node Out Degree
460,FXYD5,Cluster 844,3,Component 2,1,0,1,1
461,TMOD1,Cluster 15,31,Component 2,1,0,1,1
462,CDKN1C,Cluster 141,9,Component 2,2,0,1,2
463,TDG,Cluster 194,7,Component 2,7,0,1,7
464,PLPBP,Cluster 32,24,Component 2,11,0,1,11
465,RGP1,Cluster 28,26,Component 2,10,0,1,10
466,PCNP,Cluster 166,8,Component 2,2,0,1,2
467,TSKU,Cluster 350,5,Component 2,1,0,1,1
468,TCF15,Cluster 4617,1,Component 168,0,0,1,0
469,IL1RAPL1,Cluster 4616,1,Component 169,0,0,1,0
470,SKIC3,Cluster 843,3,Component 2,14,0,1,14
471,MRFAP1L1,Cluster 88,12,Component 2,8,0,1,8
472,PARG,Cluster 4615,1,Component 170,0,0,1,0
473,BMPR1A,Cluster 344,5,Component 2,3,0,1,3
474,EIF3I,Cluster 140,9,Component 2,12,1,1,11
475,IRF2BPL,Cluster 1457,2,Component 171,1,0,1,1
476,ZNF24,Cluster 25,26,Component 2,13,1,1,12
477,PSMD12,Cluster 14,32,Component 2,20,0,1,20
478,PDZRN4,Cluster 4614,1,Component 172,0,0,1,0
479,HLCS,Cluster 519,4,Component 2,5,0,1,5
480,CAB39,Cluster 1456,2,Component 2,3,0,1,3
481,SLC16A6,Cluster 4613,1,Component 173,0,0,1,0
482,ZFX,Cluster 64,16,Component 2,13,2,1,11
483,PLK1,Cluster 1,96,Component 2,34,4,1,30
484,FAM200C,Cluster 252,6,Component 2,2,0,1,2
485,GDNF,Cluster 4612,1,Component 174,0,0,1,0
486,TRIM29,Cluster 87,12,Component 2,5,0,1,5
487,LGI4,Cluster 4611,1,Component 175,0,0,1,0
488,SMIM26,Cluster 20,29,Component 2,5,1,1,4
489,EIF3C,Cluster 102,11,Component 2,12,1,1,11
490,ARFIP1,Cluster 199,7,Component 2,5,1,1,4
491,FOXO3,Cluster 527,4,Component 2,16,2,1,14
492,HPN,Cluster 4610,1,Component 176,0,0,1,0
493,SLC4A7,Cluster 4609,1,Component 177,0,0,1,0
494,WIPF1,Cluster 4608,1,Component 2,7,0,1,7
495,CHST14,Cluster 4607,1,Component 178,0,0,1,0
496,KICS2,Cluster 36,23,Component 2,1,0,1,1
497,SERPINA2,Cluster 4606,1,Component 179,0,0,1,0
498,CD151,Cluster 1455,2,Component 2,6,1,1,5
499,RPL9,Cluster 4,61,Component 2,50,0,1,50
500,BCAT1,Cluster 1454,2,Component 2,2,0,1,2
501,TUBB,Cluster 842,3,Component 2,25,2,1,23
502,KCTD6,Cluster 251,6,Component 2,2,0,1,2
503,GPR143,Cluster 1453,2,Component 180,1,0,1,1
504,CCDC106,Cluster 4605,1,Component 181,0,0,1,0
505,GOLGA2,Cluster 1452,2,Component 2,4,0,1,4
506,CCNB1,Cluster 1,96,Component 2,68,4,1,64
507,SPNS3,Cluster 4604,1,Component 182,0,0,1,0
508,GPC6,Cluster 4603,1,Component 183,0,0,1,0
509,KRT83,Cluster 4602,1,Component 184,0,0,1,0
510,FAAH,Cluster 518,4,Component 2,2,0,1,2
511,SLC26A1,Cluster 4601,1,Component 185,0,0,1,0
512,DHFR,Cluster 1,96,Component 2,38,2,1,36
513,SMIM27,Cluster 28,26,Component 2,9,1,1,8
514,DNMT1,Cluster 517,4,Component 2,13,1,1,12
515,DNMT3B,Cluster 517,4,Component 2,1,1,1,0
516,FOXH1,Cluster 1451,2,Component 2,1,0,1,1
517,C11orf42,Cluster 4600,1,Component 186,0,0,1,0
518,ZDHHC2,Cluster 1491,2,Component 2,2,1,1,1
519,VIPAS39,Cluster 343,5,Component 2,10,2,1,8
520,UBE2Q1,Cluster 12,34,Component 2,21,2,1,19
521,CNRIP1,Cluster 4599,1,Component 187,0,0,1,0
522,SPNS1,Cluster 1450,2,Component 2,4,0,1,4
523,SDF2L1,Cluster 51,18,Component 2,27,0,1,27
524,KRT73,Cluster 1449,2,Component 188,1,0,1,1
525,KCNMB2,Cluster 4598,1,Component 189,0,0,1,0
526,SEPHS1,Cluster 63,16,Component 2,11,1,1,10
527,SLC28A2,Cluster 1448,2,Component 190,1,0,1,1
528,SYT4,Cluster 4597,1,Component 191,0,0,1,0
529,CCR5,Cluster 2,70,Component 2,17,0,1,17
530,POMGNT2,Cluster 516,4,Component 2,1,0,1,1
531,RRH,Cluster 4596,1,Component 192,0,0,1,0
532,SEMA6D,Cluster 4595,1,Component 193,0,0,1,0
533,DPH1,Cluster 1447,2,Component 2,1,0,1,1
534,SOD1,Cluster 139,9,Component 2,14,1,1,13
535,ENSG00000249141,Cluster 4594,1,Component 194,0,0,1,0
536,LIG3,Cluster 841,3,Component 2,5,0,1,5
537,PDLIM5,Cluster 4593,1,Component 195,0,0,1,0
538,SMARCE1,Cluster 840,3,Component 2,4,0,1,4
539,RPAP2,Cluster 860,3,Component 2,1,1,1,0
540,PURG,Cluster 1446,2,Component 196,1,0,1,1
541,SEPTIN1,Cluster 529,4,Component 2,6,1,1,5
542,CSF3R,Cluster 18,30,Component 2,24,1,1,23
543,TECR,Cluster 250,6,Component 2,4,1,1,3
544,SCAMP1,Cluster 839,3,Component 2,7,1,1,6
545,NEO1,Cluster 4592,1,Component 197,0,0,1,0
546,SNX27,Cluster 259,6,Component 2,6,0,1,6
547,KRT84,Cluster 4591,1,Component 198,0,0,1,0
548,SCAF4,Cluster 102,11,Component 2,8,0,1,8
549,HSD3B1,Cluster 1445,2,Component 2,3,0,1,3
550,HEXA,Cluster 249,6,Component 2,5,0,1,5
551,OGFR,Cluster 35,24,Component 2,5,1,1,4
552,TBC1D10C,Cluster 248,6,Component 2,10,1,1,9
553,LARGE2,Cluster 4590,1,Component 199,0,0,1,0
554,PITX1,Cluster 4589,1,Component 200,0,0,1,0
555,ACSM1,Cluster 4588,1,Component 201,0,0,1,0
556,NAALADL1,Cluster 4587,1,Component 202,0,0,1,0
557,MPZL3,Cluster 1444,2,Component 203,1,0,1,1
558,TMEM179,Cluster 4586,1,Component 204,0,0,1,0
559,TMEM89,Cluster 4585,1,Component 205,0,0,1,0
560,SCAF11,Cluster 4584,1,Component 2,12,1,1,11
561,ADGRA3,Cluster 4583,1,Component 206,0,0,1,0
562,TASL,Cluster 23,28,Component 2,10,0,1,10
563,REEP3,Cluster 4582,1,Component 207,0,0,1,0
564,LYSET,Cluster 1443,2,Component 2,10,0,1,10
565,EXOSC4,Cluster 33,24,Component 2,23,0,1,23
566,CRABP2,Cluster 115,10,Component 2,1,0,1,1
567,TCP1,Cluster 4581,1,Component 208,0,0,1,0
568,CRP,Cluster 4580,1,Component 209,0,0,1,0
569,DPH5,Cluster 838,3,Component 2,12,0,1,12
570,ATIC,Cluster 837,3,Component 2,6,0,1,6
571,TRIM28,Cluster 880,3,Component 2,12,1,1,11
572,KDSR,Cluster 25,26,Component 2,4,0,1,4
573,POLR1H,Cluster 854,3,Component 2,3,1,1,2
574,DNMT3A,Cluster 1442,2,Component 210,1,0,1,1
575,CRELD1,Cluster 522,4,Component 2,2,0,1,2
576,LZTR1,Cluster 138,9,Component 2,11,0,1,11
577,TIMP4,Cluster 48,19,Component 2,8,0,1,8
578,MKX,Cluster 4579,1,Component 211,0,0,1,0
579,DHRS3,Cluster 1441,2,Component 2,1,0,1,1
580,DOCK8,Cluster 1440,2,Component 2,2,0,1,2
581,FLAD1,Cluster 12,34,Component 2,21,1,1,20
582,KLHL35,Cluster 4578,1,Component 212,0,0,1,0
583,PCYT2,Cluster 42,21,Component 2,5,0,1,5
584,ALPK1,Cluster 23,28,Component 2,9,1,1,8
585,CTHRC1,Cluster 16,30,Component 2,1,0,1,1
586,C7orf57,Cluster 4577,1,Component 213,0,0,1,0
587,WFDC5,Cluster 4576,1,Component 214,0,0,1,0
588,LAMC2,Cluster 836,3,Component 2,2,0,1,2
589,BAG6,Cluster 67,15,Component 2,15,1,1,14
590,ABHD17A,Cluster 73,14,Component 2,10,2,1,8
591,CD82,Cluster 835,3,Component 2,2,0,1,2
592,GPA33,Cluster 4575,1,Component 215,0,0,1,0
593,PDE6C,Cluster 4574,1,Component 216,0,0,1,0
594,INO80C,Cluster 1439,2,Component 2,2,0,1,2
595,NPIPA1,Cluster 515,4,Component 2,12,1,1,11
596,YAE1,Cluster 834,3,Component 2,3,0,1,3
597,CUSTOS,Cluster 66,15,Component 2,6,0,1,6
598,TGIF2,Cluster 1438,2,Component 2,3,0,1,3
599,ORMDL2,Cluster 193,7,Component 2,5,0,1,5
600,LMAN1,Cluster 833,3,Component 2,11,1,1,10
601,DTD2,Cluster 514,4,Component 2,4,0,1,4
602,HNRNPL,Cluster 513,4,Component 2,9,0,1,9
603,GPM6A,Cluster 512,4,Component 2,2,0,1,2
604,FZR1,Cluster 832,3,Component 2,6,1,1,5
605,ICOS,Cluster 2,70,Component 2,16,0,1,16
606,MMP12,Cluster 511,4,Component 2,7,0,1,7
607,SUPT20H,Cluster 17,30,Component 2,12,0,1,12
608,PRSS3,Cluster 1437,2,Component 2,1,0,1,1
609,TAP1,Cluster 11,34,Component 2,81,6,1,75
610,SI,Cluster 4573,1,Component 217,0,0,1,0
611,CSNK2A1,Cluster 20,29,Component 2,24,1,1,23
612,RFESD,Cluster 510,4,Component 2,1,0,1,1
613,PROZ,Cluster 831,3,Component 2,2,0,1,2
614,IL15,Cluster 11,34,Component 2,12,0,1,12
615,LSM11,Cluster 1436,2,Component 2,1,0,1,1
616,MYL1,Cluster 74,14,Component 2,9,1,1,8
617,GLT6D1,Cluster 4572,1,Component 218,0,0,1,0
618,QKI,Cluster 4571,1,Component 219,0,0,1,0
619,SOCS2,Cluster 509,4,Component 220,1,0,1,1
620,ALKAL2,Cluster 4570,1,Component 221,0,0,1,0
621,UCHL3,Cluster 4569,1,Component 2,13,3,1,10
622,SH3GL2,Cluster 4568,1,Component 222,0,0,1,0
623,ID3,Cluster 508,4,Component 2,4,0,1,4
624,NOTCH2NLA,Cluster 102,11,Component 2,15,2,1,13
625,LAMTOR3,Cluster 247,6,Component 2,15,1,1,14
626,LY75,Cluster 4567,1,Component 223,0,0,1,0
627,ETFDH,Cluster 359,5,Component 2,4,1,1,3
628,RPS26,Cluster 34,24,Component 2,1,0,1,1
629,HPGD,Cluster 4566,1,Component 224,0,0,1,0
630,HOXD11,Cluster 246,6,Component 2,3,0,1,3
631,SLC44A3,Cluster 4565,1,Component 225,0,0,1,0
632,CHAF1A,Cluster 44,20,Component 2,25,2,1,23
633,DAP3,Cluster 12,34,Component 2,7,0,1,7
634,IL15RA,Cluster 830,3,Component 2,12,2,1,10
635,NF1,Cluster 507,4,Component 2,3,0,1,3
636,HACD4,Cluster 4564,1,Component 226,0,0,1,0
637,MTIF2,Cluster 1435,2,Component 2,6,0,1,6
638,PALLD,Cluster 363,5,Component 2,2,0,1,2
639,OR8D1,Cluster 4563,1,Component 227,0,0,1,0
640,G0S2,Cluster 48,19,Component 2,20,0,1,20
641,FKBP4,Cluster 101,11,Component 2,10,0,1,10
642,COL3A1,Cluster 16,30,Component 2,28,0,1,28
643,BBIP1,Cluster 1434,2,Component 2,2,0,1,2
644,CYP3A5,Cluster 355,5,Component 2,3,0,1,3
645,NR4A1,Cluster 7,39,Component 2,27,1,1,26
646,ESRRG,Cluster 1433,2,Component 2,1,0,1,1
647,FAM131A,Cluster 342,5,Component 2,2,0,1,2
648,MFSD6,Cluster 4562,1,Component 228,0,0,1,0
649,AAR2,Cluster 81,13,Component 2,12,2,1,10
650,CCDC177,Cluster 4561,1,Component 229,0,0,1,0
651,TLE3,Cluster 829,3,Component 2,1,0,1,1
652,ITIH2,Cluster 4560,1,Component 230,0,0,1,0
653,NSDHL,Cluster 22,29,Component 2,28,1,1,27
654,MNDA,Cluster 167,8,Component 2,38,3,1,35
655,ABCC1,Cluster 56,17,Component 2,1,0,1,1
656,CHRNB4,Cluster 4559,1,Component 231,0,0,1,0
657,SLC5A6,Cluster 341,5,Component 2,3,0,1,3
658,TUT1,Cluster 4558,1,Component 232,0,0,1,0
659,AP4B1,Cluster 4557,1,Component 233,0,0,1,0
660,FOXJ2,Cluster 828,3,Component 2,1,0,1,1
661,LY6G6C,Cluster 4556,1,Component 234,0,0,1,0
662,NPM2,Cluster 838,3,Component 2,1,0,1,1
663,TAF2,Cluster 60,16,Component 2,34,2,1,32
664,RNF7,Cluster 506,4,Component 2,2,0,1,2
665,ITM2B,Cluster 1432,2,Component 2,9,0,1,9
666,USP12,Cluster 137,9,Component 2,7,1,1,6
667,LONRF3,Cluster 4555,1,Component 235,0,0,1,0
668,BDH1,Cluster 1431,2,Component 2,1,0,1,1
669,KYNU,Cluster 827,3,Component 2,4,0,1,4
670,PGK1,Cluster 192,7,Component 2,29,2,1,27
671,SLFN12L,Cluster 4554,1,Component 236,0,0,1,0
672,SZRD1,Cluster 77,13,Component 2,7,0,1,7
673,HLF,Cluster 826,3,Component 2,1,0,1,1
674,UBTD1,Cluster 4553,1,Component 237,0,0,1,0
675,NEPRO,Cluster 532,4,Component 2,2,1,1,1
676,FASN,Cluster 42,21,Component 2,3,1,1,2
677,FBXO9,Cluster 825,3,Component 2,2,0,1,2
678,KIAA1522,Cluster 4552,1,Component 238,0,0,1,0
679,AXIN1,Cluster 824,3,Component 2,8,0,1,8
680,CDH11,Cluster 16,30,Component 2,11,1,1,10
681,NAGPA,Cluster 1430,2,Component 2,5,1,1,4
682,PUS7,Cluster 543,4,Component 2,12,1,1,11
683,TFAP2E,Cluster 4551,1,Component 239,0,0,1,0
684,MRPS2,Cluster 13,33,Component 2,12,0,1,12
685,PODNL1,Cluster 23,28,Component 2,20,2,1,18
686,COMMD9,Cluster 1430,2,Component 2,4,1,1,3
687,MRPS33,Cluster 4550,1,Component 2,17,1,1,16
688,SLC26A10P,Cluster 1429,2,Component 240,1,0,1,1
689,OR5F1,Cluster 4549,1,Component 241,0,0,1,0
690,ASB1,Cluster 4548,1,Component 242,0,0,1,0
691,SEC24A,Cluster 4547,1,Component 2,9,0,1,9
692,TBC1D17,Cluster 1428,2,Component 2,3,0,1,3
693,GPLD1,Cluster 1427,2,Component 243,1,0,1,1
694,MFSD10,Cluster 119,10,Component 2,7,0,1,7
695,PSG11,Cluster 4546,1,Component 244,0,0,1,0
696,IL24,Cluster 511,4,Component 2,1,0,1,1
697,MMP26,Cluster 4545,1,Component 245,0,0,1,0
698,HLA-DMB,Cluster 90,12,Component 2,18,0,1,18
699,PGAP6,Cluster 47,19,Component 2,4,0,1,4
700,TMCO6,Cluster 340,5,Component 2,1,0,1,1
701,COPE,Cluster 72,14,Component 2,11,0,1,11
702,NHERF1,Cluster 145,9,Component 2,1,1,1,0
703,BGN,Cluster 16,30,Component 2,16,0,1,16
704,AGO1,Cluster 823,3,Component 2,2,0,1,2
705,TIA1,Cluster 362,5,Component 2,13,3,1,10
706,NDEL1,Cluster 1426,2,Component 2,2,0,1,2
707,YTHDC2,Cluster 339,5,Component 2,11,1,1,10
708,FKBP6,Cluster 4544,1,Component 246,0,0,1,0
709,CAMK1G,Cluster 347,5,Component 2,5,1,1,4
710,DHX58,Cluster 3,64,Component 2,42,4,1,38
711,DNAH2,Cluster 4543,1,Component 247,0,0,1,0
712,TESMIN,Cluster 4542,1,Component 248,0,0,1,0
713,GPR15LG,Cluster 4541,1,Component 249,0,0,1,0
714,ERN1,Cluster 1425,2,Component 2,5,0,1,5
715,KRT38,Cluster 4540,1,Component 250,0,0,1,0
716,RCVRN,Cluster 4539,1,Component 251,0,0,1,0
717,SOX18,Cluster 106,11,Component 2,5,0,1,5
718,NAXD,Cluster 40,22,Component 2,15,0,1,15
719,SPATA21,Cluster 4538,1,Component 252,0,0,1,0
720,TRHR,Cluster 1424,2,Component 253,1,0,1,1
721,SP5,Cluster 872,3,Component 52,1,1,1,0
722,UCN,Cluster 4537,1,Component 254,0,0,1,0
723,SMIM10L1,Cluster 101,11,Component 2,4,0,1,4
724,RAD51D,Cluster 841,3,Component 2,3,1,1,2
725,KRT13,Cluster 1423,2,Component 2,5,2,1,3
726,TAFA1,Cluster 4536,1,Component 255,0,0,1,0
727,DPCD,Cluster 822,3,Component 2,6,1,1,5
728,BHLHE22,Cluster 4535,1,Component 256,0,0,1,0
729,EPHA4,Cluster 4534,1,Component 257,0,0,1,0
730,TNRC6B,Cluster 4533,1,Component 2,11,1,1,10
731,DGKB,Cluster 4532,1,Component 258,0,0,1,0
732,NOD1,Cluster 821,3,Component 2,1,0,1,1
733,NLRP13,Cluster 4531,1,Component 259,0,0,1,0
734,MFAP3,Cluster 165,8,Component 2,3,0,1,3
735,NECAP1,Cluster 828,3,Component 2,7,1,1,6
736,USP8,Cluster 24,27,Component 2,25,0,1,25
737,NUP62CL,Cluster 820,3,Component 2,2,0,1,2
738,TMCC2,Cluster 4530,1,Component 260,0,0,1,0
739,ALKBH4,Cluster 55,17,Component 2,1,0,1,1
740,EMC1,Cluster 77,13,Component 2,7,0,1,7
741,SYN2,Cluster 819,3,Component 261,2,0,1,2
742,MMRN2,Cluster 106,11,Component 2,18,1,1,17
743,FXR1,Cluster 201,7,Component 2,8,1,1,7
744,ASTE1,Cluster 252,6,Component 2,2,0,1,2
745,AGRP,Cluster 1422,2,Component 2,2,0,1,2
746,CSRP3,Cluster 74,14,Component 2,6,1,1,5
747,FANCG,Cluster 28,26,Component 2,11,1,1,10
748,LCE2B,Cluster 4529,1,Component 262,0,0,1,0
749,ALOX15B,Cluster 4528,1,Component 263,0,0,1,0
750,PBX1,Cluster 1421,2,Component 2,2,1,1,1
751,UBE2N,Cluster 255,6,Component 2,20,1,1,19
752,RLBP1,Cluster 4527,1,Component 264,0,0,1,0
753,FBXL5,Cluster 338,5,Component 2,3,0,1,3
754,RNF19A,Cluster 1420,2,Component 265,1,0,1,1
755,MAGEB2,Cluster 144,9,Component 2,4,1,1,3
756,PRM2,Cluster 4526,1,Component 266,0,0,1,0
757,RARS1,Cluster 114,10,Component 2,8,0,1,8
758,BCHE,Cluster 4525,1,Component 267,0,0,1,0
759,BTK,Cluster 4524,1,Component 2,5,0,1,5
760,ASAP2,Cluster 4523,1,Component 268,0,0,1,0
761,DCTPP1,Cluster 52,18,Component 2,4,0,1,4
762,COQ2,Cluster 337,5,Component 2,7,1,1,6
763,MSRB2,Cluster 1482,2,Component 2,2,1,1,1
764,SUCLA2,Cluster 17,30,Component 2,26,0,1,26
765,C4orf48,Cluster 4522,1,Component 269,0,0,1,0
766,PRR20A,Cluster 4521,1,Component 270,0,0,1,0
767,VPS33B,Cluster 4520,1,Component 2,8,1,1,7
768,GABRA4,Cluster 4519,1,Component 271,0,0,1,0
769,WAPL,Cluster 505,4,Component 2,13,1,1,12
770,PRPSAP1,Cluster 104,11,Component 2,7,0,1,7
771,COIL,Cluster 14,32,Component 2,17,0,1,17
772,KCNMA1,Cluster 4518,1,Component 272,0,0,1,0
773,ST8SIA5,Cluster 4517,1,Component 273,0,0,1,0
774,PLA1A,Cluster 4516,1,Component 274,0,0,1,0
775,LRRTM4,Cluster 4515,1,Component 275,0,0,1,0
776,ABITRAM,Cluster 203,7,Component 2,5,0,1,5
777,SUN1,Cluster 83,13,Component 2,3,1,1,2
778,C9,Cluster 4514,1,Component 276,0,0,1,0
779,NCAPH2,Cluster 113,10,Component 2,1,0,1,1
780,BTBD10,Cluster 818,3,Component 2,1,0,1,1
781,HNF1B,Cluster 136,9,Component 2,10,0,1,10
782,MYO9B,Cluster 817,3,Component 2,7,0,1,7
783,MAB21L1,Cluster 816,3,Component 277,1,0,1,1
784,VSX2,Cluster 336,5,Component 2,2,0,1,2
785,TMC5,Cluster 4513,1,Component 278,0,0,1,0
786,TM7SF2,Cluster 30,25,Component 2,1,0,1,1
787,MARCHF5,Cluster 505,4,Component 2,7,2,1,5
788,HSD17B8,Cluster 504,4,Component 2,2,0,1,2
789,KIAA1549,Cluster 1419,2,Component 279,1,0,1,1
790,LDB1,Cluster 1418,2,Component 2,1,0,1,1
791,SPTY2D1,Cluster 135,9,Component 2,2,0,1,2
792,MPZ,Cluster 335,5,Component 2,1,0,1,1
793,CYP11A1,Cluster 334,5,Component 2,2,0,1,2
794,TCTN1,Cluster 503,4,Component 2,2,0,1,2
795,DEPDC5,Cluster 1417,2,Component 2,3,0,1,3
796,PHF5A,Cluster 4512,1,Component 2,6,0,1,6
797,SEC62,Cluster 1416,2,Component 2,1,0,1,1
798,FOXI1,Cluster 1415,2,Component 280,1,0,1,1
799,USP16,Cluster 245,6,Component 2,11,1,1,10
800,TSPAN13,Cluster 502,4,Component 2,1,0,1,1
801,ENSG00000280433,Cluster 102,11,Component 2,1,0,1,1
802,FKBP5,Cluster 815,3,Component 2,5,0,1,5
803,OTOG,Cluster 4511,1,Component 281,0,0,1,0
804,CYBA,Cluster 27,26,Component 2,6,0,1,6
805,CUL7,Cluster 501,4,Component 2,7,1,1,6
806,CLEC1A,Cluster 814,3,Component 2,1,0,1,1
807,DOC2B,Cluster 4510,1,Component 282,0,0,1,0
808,LRRC8E,Cluster 4509,1,Component 283,0,0,1,0
809,ABCC12,Cluster 4508,1,Component 284,0,0,1,0
810,BCL2L15,Cluster 4507,1,Component 285,0,0,1,0
811,DOC2A,Cluster 4506,1,Component 286,0,0,1,0
812,TNFAIP3,Cluster 134,9,Component 2,40,1,1,39
813,MLH3,Cluster 343,5,Component 2,7,2,1,5
814,PRPSAP2,Cluster 256,6,Component 2,11,0,1,11
815,ODF3,Cluster 4505,1,Component 287,0,0,1,0
816,GLYR1,Cluster 4504,1,Component 288,0,0,1,0
817,SPHK1,Cluster 4503,1,Component 2,5,0,1,5
818,MUS81,Cluster 358,5,Component 2,31,2,1,29
819,CNBD1,Cluster 4502,1,Component 289,0,0,1,0
820,HDAC9,Cluster 4501,1,Component 290,0,0,1,0
821,RETSAT,Cluster 4500,1,Component 291,0,0,1,0
822,TOP2A,Cluster 1,96,Component 2,72,7,1,65
823,FGB,Cluster 244,6,Component 2,2,0,1,2
824,TNNC2,Cluster 74,14,Component 2,6,2,1,4
825,REEP1,Cluster 4499,1,Component 292,0,0,1,0
826,PPP1R3B,Cluster 4498,1,Component 293,0,0,1,0
827,CEMP1,Cluster 4497,1,Component 294,0,0,1,0
828,PDPR,Cluster 1414,2,Component 2,3,0,1,3
829,TRIM33,Cluster 243,6,Component 2,8,0,1,8
830,PGM3,Cluster 500,4,Component 2,15,0,1,15
831,SNRNP27,Cluster 499,4,Component 2,4,0,1,4
832,AP5B1,Cluster 4496,1,Component 295,0,0,1,0
833,SCCPDH,Cluster 31,25,Component 2,1,0,1,1
834,PCGF1,Cluster 813,3,Component 2,3,0,1,3
835,CMTR2,Cluster 333,5,Component 2,2,0,1,2
836,TMX2,Cluster 4495,1,Component 2,11,1,1,10
837,NECAP2,Cluster 828,3,Component 2,2,1,1,1
838,EFNA1,Cluster 498,4,Component 2,1,0,1,1
839,KIN,Cluster 63,16,Component 2,7,2,1,5
840,DLST,Cluster 4494,1,Component 2,11,2,1,9
841,RELB,Cluster 497,4,Component 2,12,1,1,11
842,MYOM1,Cluster 4493,1,Component 296,0,0,1,0
843,PLN,Cluster 65,15,Component 2,7,0,1,7
844,YJU2,Cluster 4492,1,Component 2,10,1,1,9
845,TSNAX,Cluster 31,25,Component 2,21,2,1,19
846,NKG7,Cluster 2,70,Component 2,31,1,1,30
847,DRG1,Cluster 21,29,Component 2,26,1,1,25
848,DISC1,Cluster 4491,1,Component 297,0,0,1,0
849,PSPH,Cluster 242,6,Component 2,8,0,1,8
850,SKP1,Cluster 496,4,Component 2,17,1,1,16
851,NELL2,Cluster 812,3,Component 2,4,0,1,4
852,RNPS1,Cluster 52,18,Component 2,9,1,1,8
853,EPC2,Cluster 4490,1,Component 298,0,0,1,0
854,CD47,Cluster 1413,2,Component 2,2,0,1,2
855,CNGA1,Cluster 4489,1,Component 299,0,0,1,0
856,CCR3,Cluster 164,8,Component 2,1,0,1,1
857,NSF,Cluster 23,28,Component 2,2,1,1,1
858,POP5,Cluster 66,15,Component 2,8,1,1,7
859,ACBD4,Cluster 4488,1,Component 300,0,0,1,0
860,GYG2,Cluster 48,19,Component 2,5,0,1,5
861,STX11,Cluster 1412,2,Component 2,2,0,1,2
862,TMEM33,Cluster 191,7,Component 2,8,0,1,8
863,HGF,Cluster 16,30,Component 2,1,0,1,1
864,KLHL6,Cluster 4487,1,Component 301,0,0,1,0
865,AP3S1,Cluster 811,3,Component 2,3,0,1,3
866,IGLL5,Cluster 26,26,Component 2,22,1,1,21
867,NANOS3,Cluster 810,3,Component 302,2,0,1,2
868,EIF2D,Cluster 495,4,Component 2,10,2,1,8
869,TADA3,Cluster 522,4,Component 2,3,1,1,2
870,BCCIP,Cluster 190,7,Component 2,2,0,1,2
871,FATE1,Cluster 494,4,Component 2,1,0,1,1
872,CD36,Cluster 48,19,Component 2,9,1,1,8
873,TYW1,Cluster 169,8,Component 2,2,0,1,2
874,LMBR1L,Cluster 4486,1,Component 303,0,0,1,0
875,ATPSCKMT,Cluster 38,22,Component 2,5,0,1,5
876,NKRF,Cluster 1411,2,Component 2,5,0,1,5
877,MRPL21,Cluster 493,4,Component 2,1,0,1,1
878,SERPINB4,Cluster 171,8,Component 2,4,0,1,4
879,YKT6,Cluster 332,5,Component 2,9,0,1,9
880,CHRNB1,Cluster 4485,1,Component 304,0,0,1,0
881,REV3L,Cluster 241,6,Component 2,12,2,1,10
882,TTC38,Cluster 4484,1,Component 305,0,0,1,0
883,ANKHD1,Cluster 331,5,Component 2,2,0,1,2
884,CFAP126,Cluster 4483,1,Component 306,0,0,1,0
885,ATP6V0B,Cluster 140,9,Component 2,5,0,1,5
886,PRR29,Cluster 4482,1,Component 307,0,0,1,0
887,CRYBG1,Cluster 49,19,Component 2,2,0,1,2
888,WDR72,Cluster 4481,1,Component 308,0,0,1,0
889,SYVN1,Cluster 4480,1,Component 2,7,0,1,7
890,NLRC5,Cluster 11,34,Component 2,24,1,1,23
891,CARTPT,Cluster 4479,1,Component 309,0,0,1,0
892,MUSK,Cluster 4478,1,Component 310,0,0,1,0
893,CCL21,Cluster 492,4,Component 2,4,0,1,4
894,RAB3IP,Cluster 1410,2,Component 311,1,0,1,1
895,STK3,Cluster 5,52,Component 2,17,1,1,16
896,LPO,Cluster 4477,1,Component 312,0,0,1,0
897,CST7,Cluster 2,70,Component 2,15,1,1,14
898,PPDPF,Cluster 330,5,Component 2,2,0,1,2
899,MAP3K20,Cluster 809,3,Component 313,1,0,1,1
900,ZNF74,Cluster 1409,2,Component 2,2,0,1,2
901,DHX38,Cluster 79,13,Component 2,13,2,1,11
902,UBTF,Cluster 808,3,Component 2,2,0,1,2
903,SEC31B,Cluster 329,5,Component 2,5,0,1,5
904,NTAQ1,Cluster 60,16,Component 2,14,1,1,13
905,METTL9,Cluster 240,6,Component 2,4,0,1,4
906,ALOX12,Cluster 46,19,Component 2,8,0,1,8
907,CACNB4,Cluster 4476,1,Component 314,0,0,1,0
908,DMRTB1,Cluster 4475,1,Component 315,0,0,1,0
909,MTM1,Cluster 50,18,Component 2,4,0,1,4
910,MAB21L3,Cluster 4474,1,Component 316,0,0,1,0
911,IL36A,Cluster 4473,1,Component 317,0,0,1,0
912,KIAA1143,Cluster 4472,1,Component 318,0,0,1,0
913,ADAM2,Cluster 4471,1,Component 319,0,0,1,0
914,PDK1,Cluster 192,7,Component 2,5,1,1,4
915,LIPI,Cluster 4470,1,Component 320,0,0,1,0
916,TOP6BL,Cluster 1408,2,Component 2,2,0,1,2
917,IFFO1,Cluster 491,4,Component 2,1,0,1,1
918,INTS13,Cluster 490,4,Component 2,8,0,1,8
